DATE,PROJECT_ID,PROJECT_TYPE,ABC,NUM_BIDS,WINNER_NAME,CONTRACT_PRICE,DURATION
2/3/2020,2672,Consulting Services,730911063.00,10,Hayakawa ,730913726.00,7
2/3/2020,3393,Infrastructure Projects,1742920938.00,4,Mikata,1742913170.00,24
2/3/2020,4565,Goods,661641437.00,3,Power,661638468.00,9
2/4/2020,593,Consulting Services,1288775846.00,2,Makima,1288769676.00,3
2/4/2020,752,Consulting Services,1309784027.00,5,Denji,1309793684.00,11
2/5/2020,232,Infrastructure Projects,933144423.00,1,Himeno,933143474.00,24
2/5/2020,457,Infrastructure Projects,561654809.00,1,Nayuta,561654233.00,22
2/5/2020,2612,Infrastructure Projects,1400338354.00,6,Denji,1400342358.00,13
2/5/2020,2692,Infrastructure Projects,622573447.00,8,Makima,622576745.00,17
2/5/2020,3446,Infrastructure Projects,648955255.00,1,Mikata,648965117.00,19
2/6/2020,2067,Consulting Services,900136988.00,7,Denji,900140113.00,3
2/6/2020,2535,Goods,1847250578.00,8,Himeno,1847242129.00,12
2/6/2020,3199,Consulting Services,740756968.00,2,Mikata,740759254.00,7
2/7/2020,771,Goods,1969769099.00,8,Denji,1969762504.00,4
2/7/2020,1275,Consulting Services,1248721282.00,10,Fami,1248725138.00,10
2/7/2020,1673,Consulting Services,1610773063.00,10,Nayuta,1610763724.00,8
2/7/2020,1886,Consulting Services,812503635.00,4,Hayakawa ,812498986.00,12
2/7/2020,2181,Goods,1796547096.00,8,Reze,1796553177.00,10
2/7/2020,3752,Infrastructure Projects,556208139.00,3,Makima,556209279.00,12
2/8/2020,1288,Goods,126808866.00,6,Hayakawa ,126804127.00,8
2/8/2020,2213,Consulting Services,1054508050.00,3,Makima,1054500406.00,12
2/8/2020,2575,Infrastructure Projects,1681260128.00,2,Denji,1681264721.00,22
2/8/2020,4544,Goods,1958974745.00,1,Denji,1958984035.00,7
2/9/2020,1266,Infrastructure Projects,376464300.00,4,Denji,376466284.00,30
2/9/2020,1343,Infrastructure Projects,1536557997.00,9,Mikata,1536558169.00,31
2/9/2020,3479,Goods,219622537.00,1,Power,219632350.00,11
2/9/2020,4650,Consulting Services,1565059724.00,1,Nayuta,1565067152.00,11
2/9/2020,4674,Consulting Services,1331887041.00,1,Hayakawa ,1331882601.00,5
2/10/2020,602,Goods,1037265158.00,3,Himeno,1037266810.00,3
2/10/2020,1175,Goods,1410153957.00,6,Reze,1410153947.00,3
2/10/2020,2962,Infrastructure Projects,232809800.00,5,Makima,232814194.00,34
2/10/2020,4566,Goods,422815145.00,3,Hayakawa ,422809889.00,11
2/10/2020,4998,Consulting Services,686813311.00,5,Denji,686807074.00,10
2/11/2020,1738,Goods,60218770.00,8,Pochita,60225010.00,4
2/11/2020,1883,Goods,169431050.00,2,Power,169423384.00,9
2/11/2020,3097,Consulting Services,1156864486.00,6,Himeno,1156854527.00,4
2/11/2020,4630,Consulting Services,1402893645.00,2,Fami,1402893376.00,3
2/12/2020,860,Infrastructure Projects,330924685.00,10,Reze,330922360.00,32
2/12/2020,1759,Consulting Services,1323852244.00,10,Hayakawa ,1323854592.00,12
2/12/2020,3162,Infrastructure Projects,156451496.00,4,Denji,156460128.00,32
2/12/2020,4571,Consulting Services,1502011546.00,2,Hayakawa ,1502018739.00,8
2/13/2020,3569,Infrastructure Projects,1632869785.00,3,Makima,1632861547.00,34
2/13/2020,4572,Goods,1639721001.00,1,Makima,1639728875.00,10
2/14/2020,2402,Infrastructure Projects,188151291.00,4,Denji,188143939.00,27
2/14/2020,4458,Goods,1103934176.00,3,Denji,1103924534.00,7
2/14/2020,4837,Consulting Services,605251910.00,3,Power,605255157.00,5
2/15/2020,2034,Infrastructure Projects,1804454228.00,5,Makima,1804446742.00,21
2/15/2020,3201,Goods,659494276.00,4,Nayuta,659493491.00,9
2/15/2020,3677,Consulting Services,1767247267.00,3,Power,1767248200.00,11
2/16/2020,111,Goods,1152955702.00,7,Mikata,1152950931.00,6
2/16/2020,1153,Consulting Services,1371699471.00,6,Mikata,1371690483.00,8
2/16/2020,2037,Consulting Services,335177079.00,6,Fami,335169025.00,10
2/16/2020,3734,Infrastructure Projects,290766733.00,2,Makima,290762534.00,35
2/16/2020,4291,Consulting Services,1124465442.00,3,Makima,1124465336.00,3
2/17/2020,1983,Infrastructure Projects,1437849396.00,8,Denji,1437840714.00,17
2/17/2020,4195,Goods,1631928330.00,1,Makima,1631924715.00,7
2/18/2020,786,Goods,1627168848.00,3,Hayakawa ,1627172972.00,10
2/18/2020,1726,Consulting Services,1591282329.00,1,Power,1591278945.00,7
2/18/2020,1964,Goods,102158952.00,2,Hayakawa ,102151049.00,6
2/19/2020,4365,Consulting Services,1281647543.00,3,Power,1281649184.00,5
2/20/2020,1823,Infrastructure Projects,1525713941.00,3,Mikata,1525713080.00,26
2/20/2020,3000,Goods,670033098.00,2,Nayuta,670040110.00,5
2/21/2020,66,Goods,72479855.00,8,Denji,72473787.00,3
2/21/2020,231,Consulting Services,382161343.00,1,Power,382162040.00,11
2/21/2020,921,Infrastructure Projects,259744589.00,6,Mikata,259746081.00,32
2/21/2020,1392,Goods,1436264032.00,3,Fami,1436268424.00,12
2/21/2020,2451,Infrastructure Projects,1958041740.00,1,Makima,1958051452.00,29
2/21/2020,2538,Consulting Services,291689169.00,5,Mikata,291683326.00,12
2/21/2020,3227,Goods,1495745444.00,5,Hayakawa ,1495744628.00,12
2/22/2020,1100,Goods,309891679.00,10,Pochita,309889978.00,3
2/22/2020,2820,Goods,605108826.00,4,Hayakawa ,605103752.00,12
2/22/2020,3248,Infrastructure Projects,562528477.00,9,Makima,562525664.00,25
2/22/2020,3606,Infrastructure Projects,1517972257.00,3,Denji,1517968040.00,36
2/22/2020,4135,Infrastructure Projects,1610416701.00,1,Makima,1610424944.00,15
2/23/2020,21,Infrastructure Projects,1111101233.00,1,Reze,1111094536.00,29
2/23/2020,831,Goods,998199750.00,7,Power,998194717.00,11
2/23/2020,1332,Consulting Services,1230927875.00,10,Power,1230926066.00,3
2/23/2020,1667,Consulting Services,1943484497.00,8,Pochita,1943488236.00,9
2/23/2020,4459,Goods,1875377768.00,2,Fami,1875381984.00,5
2/24/2020,2073,Consulting Services,1418909999.00,8,Pochita,1418919153.00,12
2/24/2020,2290,Consulting Services,1157328756.00,2,Hayakawa ,1157331304.00,6
2/24/2020,4315,Infrastructure Projects,1198598511.00,2,Denji,1198600733.00,12
2/25/2020,2735,Infrastructure Projects,1157109846.00,3,Denji,1157102234.00,35
2/25/2020,4131,Goods,551124148.00,3,Makima,551128175.00,6
2/25/2020,4696,Consulting Services,1369804539.00,1,Himeno,1369806882.00,10
2/26/2020,298,Goods,1967803888.00,8,Himeno,1967795906.00,3
2/26/2020,323,Consulting Services,354525880.00,1,Mikata,354529946.00,12
2/26/2020,2000,Goods,449172373.00,10,Himeno,449177144.00,9
2/26/2020,2802,Consulting Services,680313142.00,6,Fami,680309129.00,4
2/26/2020,3273,Infrastructure Projects,1896157291.00,4,Mikata,1896160946.00,12
2/26/2020,3668,Consulting Services,1554986727.00,2,Reze,1554977040.00,9
2/26/2020,4759,Consulting Services,1751250421.00,3,Power,1751244450.00,11
2/27/2020,739,Consulting Services,177641779.00,1,Hayakawa ,177643062.00,3
2/27/2020,2010,Infrastructure Projects,570454280.00,3,Makima,570457232.00,13
2/27/2020,4440,Consulting Services,506985119.00,1,Mikata,506980787.00,11
2/28/2020,632,Consulting Services,340042432.00,5,Himeno,340033961.00,7
2/28/2020,1915,Consulting Services,1498264523.00,5,Reze,1498259616.00,6
2/28/2020,2445,Consulting Services,1189139382.00,9,Fami,1189132403.00,9
2/28/2020,3144,Goods,1444571631.00,8,Hayakawa ,1444562031.00,10
2/28/2020,3210,Goods,1116760394.00,6,Power,1116769493.00,5
2/28/2020,4034,Consulting Services,513092233.00,3,Hayakawa ,513085119.00,5
2/28/2020,4691,Infrastructure Projects,1698616079.00,1,Pochita,1698612368.00,21
2/29/2020,212,Goods,1364207333.00,2,Himeno,1364204779.00,3
2/29/2020,1790,Consulting Services,1809120737.00,7,Himeno,1809116097.00,9
3/1/2020,914,Consulting Services,1149975917.00,2,Fami,1149968995.00,11
3/1/2020,1027,Consulting Services,1200396011.00,1,Mikata,1200392663.00,12
3/1/2020,4317,Consulting Services,420479724.00,3,Mikata,420488505.00,9
3/1/2020,4694,Consulting Services,589604590.00,1,Power,589607091.00,4
3/1/2020,4874,Goods,1483235302.00,1,Mikata,1483241933.00,10
3/2/2020,2246,Infrastructure Projects,917657965.00,2,Mikata,917654498.00,17
3/2/2020,4295,Infrastructure Projects,146905867.00,3,Nayuta,146900856.00,33
3/3/2020,707,Consulting Services,1924860753.00,9,Reze,1924863166.00,6
3/3/2020,2320,Infrastructure Projects,640295432.00,2,Makima,640292554.00,22
3/3/2020,3904,Consulting Services,667073466.00,2,Reze,667077048.00,12
3/4/2020,254,Consulting Services,140518458.00,3,Mikata,140527949.00,6
3/4/2020,1063,Goods,1453993525.00,10,Power,1453991413.00,4
3/4/2020,3343,Goods,92596101.00,2,Himeno,92599750.00,10
3/4/2020,3811,Infrastructure Projects,1085565095.00,1,Mikata,1085565927.00,25
3/5/2020,1073,Infrastructure Projects,1317586576.00,5,Nayuta,1317582738.00,25
3/5/2020,2394,Infrastructure Projects,243149047.00,9,Denji,243154018.00,20
3/5/2020,3048,Infrastructure Projects,270551964.00,10,Makima,270559159.00,18
3/5/2020,4110,Goods,1569448977.00,1,Mikata,1569447255.00,6
3/6/2020,1116,Goods,1071386633.00,1,Makima,1071383015.00,8
3/7/2020,1582,Consulting Services,1457688051.00,7,Denji,1457689324.00,10
3/7/2020,1911,Consulting Services,969101129.00,9,Hayakawa ,969095233.00,4
3/7/2020,2002,Goods,1945102945.00,3,Mikata,1945103956.00,5
3/7/2020,3699,Consulting Services,550807241.00,2,Power,550800241.00,8
3/8/2020,105,Consulting Services,1712726042.00,10,Power,1712726449.00,6
3/8/2020,441,Infrastructure Projects,920623340.00,9,Fami,920623509.00,34
3/8/2020,3511,Infrastructure Projects,1159543477.00,2,Denji,1159539098.00,22
3/8/2020,4863,Infrastructure Projects,1682430294.00,2,Nayuta,1682423112.00,32
3/9/2020,1892,Infrastructure Projects,1556082432.00,5,Denji,1556080442.00,26
3/9/2020,1898,Consulting Services,1120544680.00,4,Hayakawa ,1120541479.00,10
3/9/2020,2170,Goods,1693182619.00,9,Pochita,1693191394.00,7
3/9/2020,2422,Goods,1957998363.00,1,Nayuta,1957999820.00,7
3/9/2020,4074,Consulting Services,1014755238.00,3,Hayakawa ,1014763256.00,3
3/10/2020,862,Goods,277475810.00,8,Pochita,277483173.00,4
3/10/2020,1857,Consulting Services,48930929.00,6,Fami,48932185.00,4
3/10/2020,2850,Infrastructure Projects,1551414341.00,6,Denji,1551406262.00,17
3/10/2020,2908,Consulting Services,291990789.00,2,Hayakawa ,291992324.00,4
3/10/2020,4085,Infrastructure Projects,44107237.00,1,Makima,44104485.00,35
3/11/2020,271,Consulting Services,744960841.00,10,Pochita,744959821.00,4
3/11/2020,2586,Consulting Services,1607966948.00,5,Fami,1607960039.00,4
3/12/2020,25,Consulting Services,388563143.00,1,Reze,388557054.00,6
3/12/2020,1633,Consulting Services,1192484430.00,4,Himeno,1192493406.00,12
3/12/2020,4611,Infrastructure Projects,129037739.00,3,Fami,129040440.00,18
3/12/2020,4954,Consulting Services,1965022981.00,2,Himeno,1965020301.00,10
3/13/2020,680,Consulting Services,552967907.00,3,Himeno,552973215.00,6
3/13/2020,3234,Infrastructure Projects,171227664.00,6,Mikata,171234697.00,31
3/13/2020,3514,Consulting Services,575219884.00,2,Denji,575216981.00,12
3/13/2020,3865,Infrastructure Projects,1139475789.00,3,Mikata,1139480251.00,22
3/13/2020,4306,Consulting Services,386900029.00,2,Mikata,386903277.00,3
3/14/2020,2024,Consulting Services,1855515858.00,4,Makima,1855516255.00,6
3/14/2020,2490,Consulting Services,1263056915.00,9,Himeno,1263052568.00,6
3/15/2020,3367,Goods,1508358761.00,7,Himeno,1508365013.00,9
3/15/2020,3784,Consulting Services,309250056.00,3,Pochita,309257719.00,3
3/15/2020,4066,Infrastructure Projects,420788734.00,2,Denji,420791303.00,29
3/15/2020,4601,Infrastructure Projects,570424348.00,2,Mikata,570433932.00,33
3/16/2020,1199,Infrastructure Projects,1875288470.00,1,Denji,1875279986.00,18
3/16/2020,1242,Goods,1815371322.00,2,Power,1815366172.00,3
3/16/2020,4543,Infrastructure Projects,1920361419.00,1,Makima,1920358989.00,12
3/17/2020,1639,Infrastructure Projects,1305379846.00,2,Denji,1305378144.00,13
3/17/2020,2653,Infrastructure Projects,311235894.00,2,Mikata,311232922.00,16
3/17/2020,3558,Infrastructure Projects,253160526.00,1,Makima,253158679.00,18
3/17/2020,3808,Goods,260388217.00,2,Himeno,260395808.00,11
3/18/2020,22,Goods,484391936.00,2,Makima,484398655.00,3
3/18/2020,2139,Consulting Services,1937297390.00,2,Fami,1937295496.00,3
3/18/2020,2393,Infrastructure Projects,1499071973.00,2,Denji,1499072407.00,30
3/18/2020,3837,Goods,1220677134.00,3,Fami,1220684764.00,3
3/19/2020,218,Goods,891570544.00,5,Fami,891579604.00,5
3/19/2020,477,Goods,1266581213.00,8,Hayakawa ,1266590403.00,8
3/19/2020,3417,Consulting Services,967647610.00,10,Makima,967650669.00,5
3/19/2020,4561,Infrastructure Projects,385043117.00,2,Mikata,385038276.00,20
3/20/2020,867,Consulting Services,1586830613.00,9,Power,1586840487.00,12
3/20/2020,2316,Infrastructure Projects,218378935.00,7,Denji,218387138.00,17
3/21/2020,3399,Infrastructure Projects,1690598980.00,2,Makima,1690608352.00,18
3/21/2020,3818,Infrastructure Projects,593545068.00,3,Denji,593550733.00,20
3/22/2020,1156,Goods,141109992.00,5,Fami,141107836.00,11
3/22/2020,1796,Goods,1115343947.00,4,Himeno,1115335678.00,11
3/22/2020,2221,Consulting Services,909596039.00,10,Denji,909605275.00,4
3/22/2020,2777,Consulting Services,526465197.00,1,Fami,526462254.00,10
3/22/2020,4174,Goods,1870553557.00,1,Hayakawa ,1870556188.00,8
3/22/2020,4359,Goods,1603205374.00,3,Power,1603200639.00,8
3/22/2020,4931,Infrastructure Projects,1185193027.00,4,Nayuta,1185191824.00,26
3/23/2020,452,Infrastructure Projects,1413135476.00,9,Makima,1413139290.00,13
3/23/2020,2674,Infrastructure Projects,879710480.00,9,Mikata,879707646.00,32
3/24/2020,1420,Consulting Services,1896240520.00,6,Mikata,1896247097.00,4
3/24/2020,1609,Infrastructure Projects,102980116.00,5,Mikata,102977780.00,18
3/24/2020,3627,Goods,223113648.00,2,Hayakawa ,223112101.00,5
3/24/2020,3942,Goods,1665736957.00,3,Pochita,1665746206.00,9
3/24/2020,4275,Infrastructure Projects,1508816195.00,2,Reze,1508809214.00,25
3/25/2020,116,Goods,682592097.00,3,Denji,682582498.00,11
3/25/2020,1142,Consulting Services,518412209.00,6,Mikata,518403604.00,7
3/25/2020,2430,Infrastructure Projects,1043828047.00,6,Mikata,1043836107.00,24
3/25/2020,3499,Infrastructure Projects,88082538.00,3,Denji,88078897.00,17
3/25/2020,4714,Goods,1076484971.00,2,Hayakawa ,1076475179.00,8
3/26/2020,2063,Infrastructure Projects,1721693217.00,2,Makima,1721700646.00,35
3/26/2020,2163,Consulting Services,1183452191.00,4,Reze,1183443429.00,3
3/27/2020,1636,Consulting Services,1233074088.00,1,Denji,1233071335.00,3
3/27/2020,1933,Infrastructure Projects,645766988.00,8,Makima,645770859.00,25
3/27/2020,2762,Consulting Services,1710959145.00,5,Fami,1710958135.00,5
3/27/2020,2867,Infrastructure Projects,1799531044.00,7,Makima,1799532730.00,23
3/28/2020,664,Infrastructure Projects,806246591.00,7,Power,806253541.00,36
3/28/2020,1632,Consulting Services,1186943349.00,9,Hayakawa ,1186948398.00,3
3/29/2020,1311,Goods,847308200.00,9,Denji,847309668.00,5
3/29/2020,1905,Goods,885893381.00,6,Fami,885888533.00,12
3/29/2020,2691,Goods,1430769115.00,7,Makima,1430770625.00,9
3/29/2020,3073,Infrastructure Projects,616336557.00,10,Makima,616342858.00,25
3/30/2020,1186,Goods,106978267.00,1,Hayakawa ,106987367.00,4
3/30/2020,1248,Consulting Services,1004605545.00,9,Fami,1004610095.00,3
3/30/2020,4785,Infrastructure Projects,864936531.00,2,Denji,864927256.00,34
3/31/2020,3280,Consulting Services,927752987.00,9,Nayuta,927749448.00,4
4/1/2020,3857,Goods,778947357.00,3,Reze,778953370.00,12
4/1/2020,4196,Goods,930759416.00,1,Fami,930769257.00,5
4/2/2020,1729,Infrastructure Projects,1313733796.00,9,Mikata,1313743417.00,34
4/2/2020,1839,Goods,525644147.00,8,Hayakawa ,525651354.00,5
4/2/2020,4815,Goods,1557441290.00,3,Power,1557440832.00,8
4/3/2020,152,Infrastructure Projects,106167617.00,5,Reze,106169741.00,35
4/3/2020,400,Goods,1796744480.00,8,Hayakawa ,1796746461.00,10
4/3/2020,772,Consulting Services,1806404188.00,8,Nayuta,1806410542.00,11
4/3/2020,1334,Infrastructure Projects,147184668.00,6,Denji,147194643.00,13
4/3/2020,2817,Infrastructure Projects,290875321.00,1,Makima,290879113.00,32
4/3/2020,3716,Infrastructure Projects,1148256316.00,2,Makima,1148257628.00,25
4/5/2020,973,Consulting Services,1277625658.00,9,Hayakawa ,1277617196.00,3
4/5/2020,4065,Consulting Services,564331193.00,3,Himeno,564330741.00,12
4/5/2020,4138,Consulting Services,1996041979.00,3,Pochita,1996032993.00,11
4/5/2020,4529,Infrastructure Projects,1728663186.00,1,Pochita,1728657086.00,22
4/6/2020,138,Infrastructure Projects,389483206.00,1,Reze,389489187.00,34
4/6/2020,700,Consulting Services,436632476.00,3,Hayakawa ,436624465.00,4
4/6/2020,2896,Goods,1578135352.00,6,Pochita,1578127480.00,11
4/7/2020,2629,Goods,29362618.00,1,Himeno,29365363.00,12
4/7/2020,3238,Goods,1653305582.00,2,Himeno,1653311026.00,3
4/8/2020,3760,Infrastructure Projects,1422852056.00,2,Makima,1422850718.00,34
4/9/2020,125,Infrastructure Projects,1056235870.00,8,Hayakawa ,1056227053.00,23
4/9/2020,1052,Consulting Services,125548589.00,9,Pochita,125542445.00,8
4/9/2020,2905,Consulting Services,66792330.00,4,Makima,66802194.00,3
4/9/2020,3404,Infrastructure Projects,1643648592.00,2,Denji,1643649132.00,20
4/9/2020,4818,Goods,134559088.00,1,Hayakawa ,134564962.00,8
